,BOX_OFFICE,BOX_OFFICE(prob),DATE,HOST_LAMIGO桃猿,HOST_中信兄弟,HOST_富邦悍將,HOST_統一7-ELEVEn獅,CLIENT_LAMIGO桃猿,CLIENT_中信兄弟,CLIENT_富邦悍將,CLIENT_統一7-ELEVEn獅,Fri,Sat,Sun,Thu,Tue,Wed,client_wins,host_wins,Previous_相對溼度(%),Previous_降水量(mm),Previous_CLIENT_HR,Previous_CLIENT_ERR,Previous_HOST_HR,Previous_HOST_ERR,Previous_CLIENT_SCORE,Previous_HOST_PA,Previous_HOST_3B,Previous_HOST_TB,Previous_HOST_SAC,Previous_HOST_DP,Previous_HOST_PB,Previous_CLIENT_PA,Previous_CLIENT_3B,Stadium
119,4656,0.3104,2017-07-11,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.75,0.4551469332893993,84.92,0.0,1,1,0,2,10,27,0,14,0,0,0,39,0,斗六
120,3550,0.1775,2017-07-12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.6,0.4,83.54,0.56,1,1,0,0,4,36,0,10,1,0,0,33,0,洲際
121,3188,0.1594,2017-07-13,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.7540983606557377,0.4569751256398462,70.21,0.0,0,0,0,0,0,29,1,11,0,0,0,32,0,澄清湖
122,4058,0.2029,2017-07-13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.5901639344262295,0.4098360655737705,71.43,0.0,1,1,1,0,3,33,0,15,0,0,0,36,0,洲際
123,3212,0.1606,2017-07-14,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.7419354838709677,0.4032258064516129,68.38,0.0,1,2,1,0,4,38,0,15,4,0,0,39,0,洲際
124,3534,0.1767,2017-07-14,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.5967741935483871,0.4555185375918918,68.62,0.0,1,2,1,1,3,27,0,4,0,0,0,36,0,澄清湖
125,5736,0.2868,2017-07-15,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.746031746031746,0.3968253968253968,69.46,0.0,2,1,0,0,8,35,0,10,0,0,0,40,0,洲際
126,6064,0.3032,2017-07-15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.5873015873015873,0.4547775499477941,72.57,0.0,7,2,0,2,24,31,0,13,0,0,0,49,0,澄清湖
127,4565,0.22825,2017-07-16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.59375,0.4540228514768125,70.83,0.0,4,0,0,1,9,27,0,8,0,0,0,41,0,澄清湖
128,4294,0.2147,2017-07-16,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.75,0.390625,70.5,0.0,1,0,0,1,4,28,0,10,0,0,0,35,0,洲際
129,3868,0.1934,2017-07-18,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.7538461538461538,0.5846153846153846,75.23,0.44,0,1,2,0,1,32,0,12,1,0,0,33,1,洲際
130,4330,0.7872727272727272,2017-07-19,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.3846153846153846,0.4529932195186084,74.48,0.0,3,0,1,1,13,38,0,17,1,0,0,41,0,花蓮
131,3833,0.19165,2017-07-20,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.7575757575757576,0.5757575757575758,71.08,0.0,2,3,0,1,7,37,1,14,0,0,0,27,1,洲際
132,4231,0.7692727272727272,2017-07-20,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.3787878787878788,0.4518115040713568,70.75,0.0,1,1,0,1,9,38,0,14,0,0,0,34,0,花蓮
133,3561,0.17805,2017-07-21,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.373134328358209,0.5671641791044776,69.83,0.0,0,3,0,3,5,35,1,9,1,0,0,25,0,洲際
134,5125,0.25625,2017-07-21,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4512525471116422,0.7611940298507462,69.71,0.0,0,2,0,1,3,43,0,10,0,0,0,27,0,桃園
135,9677,0.48385,2017-07-22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.3676470588235294,0.5735294117647058,76.25,0.0,1,2,1,1,13,31,0,12,0,0,0,43,1,洲際
136,10093,0.50465,2017-07-22,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.4499640738252411,0.75,69.78,0.0,1,1,2,3,7,43,0,24,0,0,0,30,1,桃園
137,6905,0.34525,2017-07-23,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.4494469860129008,0.7536231884057971,68.92,0.0,3,0,2,1,14,44,0,19,0,0,0,38,0,桃園
138,6467,0.32335,2017-07-23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.3623188405797101,0.5797101449275363,78.54,0.0,1,4,0,0,2,31,0,4,1,0,0,32,0,洲際
139,3573,0.17865,2017-07-25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.3714285714285714,0.7428571428571429,80.92,0.0,2,2,1,3,11,37,0,12,1,0,0,37,1,桃園
140,4067,0.7394545454545455,2017-07-26,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.4480683315908678,0.5714285714285714,78.38,0.0,0,1,0,2,11,30,0,12,0,0,0,30,0,花蓮
141,4126,0.2063,2017-07-27,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.3802816901408451,0.7323943661971831,71.29,0.0,0,0,2,0,3,38,0,17,1,0,1,32,0,桃園
142,3939,0.7161818181818181,2017-07-27,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.4475822904582789,0.5774647887323944,79.04,0.0,1,1,0,1,8,35,0,10,0,0,0,32,0,花蓮
143,2505,0.12525,2017-07-28,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.4465245999161996,0.3888888888888889,74.62,0.0,1,2,1,2,4,43,1,25,1,0,0,39,0,澄清湖
144,8112,0.4056,2017-07-28,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5694444444444444,0.7222222222222222,68.12,0.0,0,1,1,1,9,37,1,13,0,0,0,42,0,桃園
145,4563,0.3042,2017-08-01,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5616438356164384,0.4498011709545295,77.9,0.0,2,2,4,0,3,35,0,28,0,0,0,28,0,斗六
146,2302,0.1151,2017-08-02,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.726027397260274,0.3972602739726027,81.83,0.08,0,1,1,1,3,34,0,11,1,0,0,38,0,澄清湖
147,2774,0.1387,2017-08-03,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.7297297297297297,0.3918918918918919,85.3,5.02,0,2,2,1,8,27,0,12,0,0,0,34,0,澄清湖
148,4305,0.4305,2017-08-03,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5540540540540541,0.4489780320076965,77.95,0.33,1,3,1,1,4,34,1,13,0,0,0,31,0,嘉義市
149,2537,0.12685,2017-08-04,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.4,0.4522509175068531,72.62,0.06,3,4,0,1,14,34,0,8,0,0,0,54,0,澄清湖
150,3354,0.1677,2017-08-04,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.72,0.56,77.13,0.02,1,4,1,1,2,37,1,12,1,0,0,25,0,洲際
151,4016,0.2008,2017-08-05,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.3947368421052632,0.4537682418497572,80.09,0.17,5,1,0,1,14,32,0,5,0,0,0,36,0,澄清湖
152,11055,0.55275,2017-08-05,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.7236842105263158,0.5526315789473685,78.71,0.0,1,2,0,0,10,43,0,17,2,0,0,43,0,洲際
153,3036,0.2024,2017-08-06,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.4025974025974026,0.4570011569257695,74.67,0.0,3,0,0,0,12,32,0,2,0,0,0,39,0,斗六
154,6776,0.3388,2017-08-06,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.7272727272727273,0.5454545454545454,78.0,0.0,1,0,1,0,6,34,0,18,2,0,0,32,1,洲際
155,4127,0.20635,2017-08-08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4585645698936578,0.717948717948718,73.22,0.0,5,4,1,1,9,50,0,22,0,0,0,31,0,桃園
156,3607,0.24046666666666666,2017-08-09,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.3974358974358974,0.5512820512820513,74.88,0.0,3,0,2,1,11,40,0,19,2,0,0,36,0,斗六
157,4579,0.4579,2017-08-10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.4050632911392405,0.5443037974683544,73.08,0.0,2,1,0,2,9,38,1,17,1,0,0,46,0,嘉義市
158,4610,0.2305,2017-08-10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4617539590822124,0.7088607594936709,73.75,0.0,1,0,0,1,5,33,0,8,0,0,0,34,1,桃園
159,3408,0.1704,2017-08-11,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.4636743422859924,0.5375,81.66499999999999,0.79,0,1,1,3,7,36,0,9,1,0,0,39,1,澄清湖
160,5014,0.2507,2017-08-11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.4125,0.7,73.52,0.0,0,2,1,0,7,40,1,13,0,0,0,39,0,桃園
161,6291,0.31455,2017-08-12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.4653573750972765,0.5308641975308642,79.29,0.0,2,3,0,0,7,31,0,9,0,0,0,40,0,澄清湖
162,10416,0.5208,2017-08-12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.4074074074074074,0.7037037037037037,76.79,0.0,0,0,1,2,1,26,0,6,0,0,0,30,0,桃園
163,6918,0.3459,2017-08-13,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4024390243902439,0.7073170731707317,75.71,0.0,1,1,0,2,15,41,1,17,0,0,0,49,0,桃園
164,4348,0.2174,2017-08-13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.4671183351273216,0.524390243902439,81.42,0.0,2,2,2,1,5,33,0,14,1,0,0,34,0,澄清湖
165,5167,0.25835,2017-08-15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5180722891566265,0.7108433734939759,76.21,0.0,2,1,0,0,9,35,0,10,0,0,0,41,0,桃園
166,6111,0.30555,2017-08-17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5238095238095238,0.7023809523809523,73.79,0.0,1,0,0,0,8,39,0,12,0,0,0,41,0,桃園
167,2081,0.10405,2017-08-17,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.4701403879323986,0.3975903614457831,80.75,0.0,0,3,0,1,3,32,0,13,0,0,0,39,0,澄清湖
168,4015,0.4015,2017-08-18,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.7058823529411765,0.4716296463527045,66.87,0.0,1,1,2,2,4,37,0,16,0,0,0,26,0,嘉義市
169,4150,0.2075,2017-08-18,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.5176470588235295,0.4047619047619048,59.47499999999999,0.0,1,0,1,1,2,30,0,12,1,0,0,32,1,澄清湖
170,9185,0.45925,2017-08-19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.5116279069767442,0.4117647058823529,69.67,0.0,2,1,0,0,3,34,0,13,1,0,0,40,0,澄清湖
171,6107,0.40713333333333335,2017-08-19,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.6976744186046512,0.4713089851721304,69.14,0.0,1,1,0,1,4,32,0,7,0,0,0,43,0,斗六
172,5022,0.2511,2017-08-20,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.5172413793103449,0.4069767441860465,73.42,0.0,0,0,1,0,7,30,0,12,1,0,0,34,0,澄清湖
173,5250,0.35,2017-08-20,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.7011494252873564,0.4728594756095555,72.25,0.0,0,1,2,1,9,35,1,17,0,0,0,37,1,斗六
174,3121,0.15605,2017-08-22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.4725023680485521,0.5227272727272727,71.33,0.0,2,0,0,0,4,30,0,6,1,0,0,36,0,洲際
175,5617,0.28085,2017-08-23,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.4022988505747127,0.7045454545454546,82.32,0.29,0,2,0,0,7,40,0,15,0,0,0,35,0,桃園
176,5389,0.26945,2017-08-24,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.4090909090909091,0.6966292134831461,84.29,0.0,2,1,0,0,7,34,0,8,0,0,0,38,0,桃園
177,6134,0.3067,2017-08-25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.472153978863686,0.7,84.83,0.0,2,1,2,1,5,42,1,17,0,0,0,29,0,桃園
178,4754,0.2377,2017-08-25,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.4044943820224719,0.5280898876404494,82.96,0.0,2,4,0,1,9,46,0,15,0,0,0,39,1,洲際
179,13112,0.6556,2017-08-26,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.4734883059653198,0.7032967032967034,80.79,0.0,0,2,2,1,0,32,0,19,0,0,0,29,0,桃園
180,8190,0.4095,2017-08-26,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.4111111111111111,0.5222222222222223,75.25,0.0,0,1,2,0,6,41,0,17,0,0,0,29,0,洲際
181,8386,0.4193,2017-08-27,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.4724248556521249,0.6956521739130435,80.04,0.02,0,0,0,1,3,37,0,9,0,0,0,25,0,桃園
182,5099,0.25495,2017-08-27,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.4065934065934066,0.5274725274725275,79.17,0.0,0,0,0,3,5,45,0,17,1,0,1,37,0,洲際
183,5012,0.33413333333333334,2017-08-29,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.4736834453893448,0.4130434782608696,75.88,0.0,1,0,2,0,6,37,0,19,0,0,0,33,0,斗六
184,2586,0.1293,2017-08-30,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.6881720430107527,0.5217391304347826,77.29,0.0,0,0,3,3,1,32,0,19,0,0,0,28,0,洲際
185,1948,0.0974,2017-08-31,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.4758653492943646,0.4193548387096774,70.17,0.0,4,3,3,0,14,37,0,20,0,0,0,47,0,澄清湖
186,2608,0.1304,2017-08-31,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.6914893617021277,0.5161290322580645,82.46,0.02,2,2,0,0,11,37,1,11,0,0,0,36,0,洲際
187,3403,0.28358333333333335,2017-09-01,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.5212765957446809,0.4780798958806422,86.79,0.72,1,0,1,1,6,34,0,11,1,0,0,42,1,台南
188,10482,0.5241,2017-09-01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.6842105263157895,0.4148936170212766,77.17,0.0,2,2,2,1,4,33,1,15,0,0,1,35,0,澄清湖
189,6656,0.3328,2017-09-02,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.6875,0.4105263157894737,76.67,0.06,1,1,0,0,2,45,0,23,1,0,0,37,0,澄清湖
190,6168,0.514,2017-09-02,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.5157894736842106,0.480322544742432,79.33,0.18,1,1,0,0,2,30,1,14,0,0,0,33,0,台南
191,3578,0.1789,2017-09-03,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.6907216494845361,0.40625,80.57,0.04,2,2,1,1,13,32,0,12,0,0,0,54,0,澄清湖
192,4681,0.39008333333333334,2017-09-03,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.5104166666666666,0.4815375145962071,76.83,0.17,1,0,1,1,2,31,0,16,0,0,0,30,0,台南
193,5020,0.33466666666666667,2017-09-05,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5051546391752577,0.4123711340206185,70.62,0.22,0,0,0,1,1,36,0,12,1,0,0,34,1,斗六
194,3015,0.3015,2017-09-06,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.6836734693877551,0.482814901596941,80.88,0.0,1,1,1,0,5,31,0,13,0,0,0,39,2,嘉義市
195,2259,0.11295,2017-09-07,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.5102040816326531,0.4081632653061225,79.25,0.0,1,0,1,1,8,42,0,18,1,0,0,45,0,澄清湖
196,3008,0.25066666666666665,2017-09-08,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.404040404040404,0.4850091002806122,82.29,0.0,0,0,1,1,2,35,0,13,1,0,0,35,0,台南
197,5119,0.25595,2017-09-08,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5151515151515151,0.6868686868686869,78.62,0.35,1,0,0,0,7,36,1,12,0,0,0,42,0,桃園
198,17112,0.8556,2017-09-09,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.51,0.69,78.17,0.0,0,0,2,1,3,39,0,13,0,0,0,38,0,桃園
199,5359,0.44658333333333333,2017-09-09,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.4,0.4863074247467201,83.58,0.0,2,1,0,1,3,39,0,11,3,0,0,35,0,台南
200,10453,0.52265,2017-09-10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.504950495049505,0.693069306930693,70.88,0.0,0,1,0,2,3,34,0,4,0,0,0,34,0,桃園
201,5537,0.46141666666666664,2017-09-10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.405940594059406,0.4884874271187176,74.17,0.0,2,0,0,2,10,30,0,7,0,0,0,37,1,台南
202,3116,0.25646090534979427,2017-09-12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.4117647058823529,0.5098039215686274,81.62,0.0,2,1,2,1,12,32,0,10,0,0,0,48,0,新莊
203,3078,0.1539,2017-09-13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4879972772210956,0.6862745098039216,66.17,0.0,1,2,2,2,6,41,0,20,2,0,0,38,0,桃園
204,3426,0.1713,2017-09-14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4875135407616225,0.6893203883495146,72.67,0.2,2,1,1,1,14,35,0,11,0,0,1,35,1,桃園
205,2886,0.23753086419753086,2017-09-14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.4077669902912621,0.5145631067961165,83.29,0.23,1,4,1,1,4,42,0,9,0,0,0,42,0,新莊
206,4008,0.4008,2017-09-15,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.6923076923076923,0.5096153846153846,75.92,0.04,1,0,3,0,3,32,0,20,0,0,0,32,0,天母
207,4516,0.3716872427983539,2017-09-15,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.4861942038568084,0.4134615384615384,69.74,0.0,3,0,2,0,3,33,0,18,0,0,0,36,0,新莊
208,8550,0.7037037037037037,2017-09-16,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.4886068220480144,0.4190476190476191,57.21,0.0,0,0,1,2,7,33,1,16,1,0,1,41,0,新莊
209,10000,1.0,2017-09-16,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.6857142857142857,0.5142857142857142,59.52,0.0,1,2,2,1,1,29,0,3,0,0,0,32,0,天母
210,4381,0.4381,2017-09-17,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.4876069043803929,0.4245283018867925,67.08,0.0,2,0,0,1,7,34,0,6,0,0,0,39,0,天母
211,8597,0.7075720164609054,2017-09-17,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.6886792452830188,0.5094339622641509,65.35,0.0,0,0,0,1,1,24,0,5,0,0,0,33,0,新莊
212,3625,0.29835390946502055,2017-09-19,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.6822429906542056,0.4205607476635514,61.54,0.0,0,3,1,1,2,45,0,24,0,0,0,37,0,新莊
213,3515,0.3515,2017-09-20,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.514018691588785,0.4900106481481987,61.88,0.0,0,3,0,0,3,23,0,4,1,0,0,45,0,嘉義市
214,3703,0.30477366255144034,2017-09-21,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5185185185185185,0.4895268142773126,69.96,0.0,2,0,0,2,5,39,4,26,0,0,0,41,0,新莊
215,2336,0.1168,2017-09-21,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.6851851851851852,0.4166666666666667,64.75,0.04,1,1,0,0,8,36,0,10,0,0,0,42,0,澄清湖
216,3822,0.3145679012345679,2017-09-22,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6788990825688074,0.4890696112776909,69.24,0.0,0,0,0,1,5,26,0,6,0,0,0,35,0,新莊
217,4030,0.2015,2017-09-22,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.5229357798165137,0.4220183486238532,67.04,0.0,0,0,1,2,11,36,0,15,0,0,0,47,0,澄清湖
218,6128,0.6128,2017-09-23,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.6727272727272727,0.4913075707174275,69.67,0.0,0,1,0,1,2,34,0,10,0,0,0,34,0,天母
219,6077,0.30385,2017-09-23,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.5272727272727272,0.4181818181818182,71.88,0.0,0,0,0,1,2,28,1,6,1,0,0,38,0,澄清湖
220,4489,0.4489,2017-09-24,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.6666666666666666,0.4903679497832207,63.17,0.0,1,0,2,0,1,37,0,18,1,0,0,32,1,天母
221,3882,0.1941,2017-09-24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.5225225225225225,0.4234234234234234,71.78,0.0,0,0,0,0,3,32,0,10,0,0,0,32,0,澄清湖
222,2889,0.24075,2017-09-26,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.4285714285714285,0.4895464229670096,69.53,0.0,0,0,0,1,1,31,0,8,0,0,0,36,0,台南
223,5268,0.2634,2017-09-27,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5178571428571429,0.6607142857142857,70.58,0.0,2,0,0,2,13,34,0,9,0,0,0,43,0,桃園
224,3017,0.2514166666666667,2017-09-28,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.4336283185840708,0.4915953843103291,74.21,0.0,1,1,1,0,6,45,0,24,1,0,0,37,0,台南
225,5384,0.2692,2017-09-28,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5132743362831859,0.6637168141592921,69.92,0.0,1,2,2,0,7,37,0,14,0,0,0,40,1,桃園
226,2794,0.1397,2017-09-29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.4911798878970143,0.5087719298245614,82.04,0.0,2,1,2,1,7,41,0,24,0,0,0,38,1,洲際
227,5018,0.2509,2017-09-29,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.4385964912280702,0.6666666666666666,74.13,0.0,2,0,4,1,7,42,0,25,1,0,0,39,0,桃園
228,5162,0.2581,2017-09-30,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.4932692050596312,0.5130434782608696,68.54,0.0,2,4,2,2,10,43,0,19,0,0,0,42,0,洲際
229,8134,0.4067,2017-09-30,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.4347826086956522,0.6695652173913044,85.79,0.12,2,0,0,0,2,36,0,15,0,0,0,29,0,桃園
230,5521,0.27605,2017-10-01,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.4925450391004615,0.5086206896551724,77.0,0.0,1,0,0,0,5,37,0,11,0,0,0,33,0,洲際
231,7029,0.35145,2017-10-01,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4396551724137931,0.6637931034482759,67.32,0.0,2,0,1,1,8,36,0,12,0,0,0,35,0,桃園
232,2218,0.1109,2017-10-03,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.4937540296071394,0.4444444444444444,72.09,0.0,0,1,2,2,4,37,0,18,1,0,0,38,0,澄清湖
233,4078,0.2039,2017-10-04,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.4933771249888911,0.5042735042735043,81.83,1.33,2,1,0,1,7,43,0,11,1,0,0,33,0,洲際
234,4224,0.2112,2017-10-07,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.4926969196765782,0.4406779661016949,84.12,0.0,0,3,0,3,2,40,0,17,0,0,0,39,0,澄清湖
235,14744,0.7372,2017-10-07,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,0.6581196581196581,79.54,0.0,1,3,0,1,7,38,0,11,1,0,0,35,0,桃園
236,3427,0.17135,2017-10-08,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.4923499684158274,0.4369747899159664,83.54,0.0,0,1,1,1,1,34,0,12,1,0,0,33,1,澄清湖
237,10759,0.53795,2017-10-08,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4957983193277311,0.6610169491525424,73.83,0.0,2,1,1,2,8,33,0,9,0,0,0,38,0,桃園
238,6889,0.5740833333333333,2017-10-11,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.6638655462184874,0.4933400484419585,79.83,0.0,0,1,0,1,2,36,1,11,0,0,0,31,0,台南
