,BOX_OFFICE,BOX_OFFICE(prob),DATE,HOST_LAMIGO桃猿,HOST_中信兄弟,HOST_富邦悍將,HOST_統一7-ELEVEn獅,CLIENT_LAMIGO桃猿,CLIENT_中信兄弟,CLIENT_富邦悍將,CLIENT_統一7-ELEVEn獅,Fri,Sat,Sun,Thu,Tue,Wed,Previous_CLIENT_HR,Previous_CLIENT_ERR,Previous_HOST_HR,Previous_HOST_ERR,Previous_CLIENT_SCORE,Previous_HOST_SCORE,Previous_TIME,Previous_HOST_H,Previous_HOST_SO,Previous_HOST_SB,Previous_HOST_BB,Previous_CLIENT_H,Previous_CLIENT_SO,Previous_CLIENT_SB,Previous_CLIENT_BB,Stadium
141,4126,0.2063,2017-07-27,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,3,10,216,10,5,0,5,7,8,1,3,桃園
142,3939,0.7161818181818181,2017-07-27,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,8,3,205,9,6,1,3,11,1,0,3,花蓮
143,2505,0.12525,2017-07-28,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,2,4,14,240,18,4,0,3,11,10,0,2,澄清湖
144,8112,0.4056,2017-07-28,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,9,3,230,8,11,0,3,15,4,0,6,桃園
145,4563,0.3042,2017-08-01,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2,4,0,3,18,216,15,4,0,2,4,4,0,1,斗六
146,2302,0.1151,2017-08-02,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,3,7,235,7,8,1,6,8,9,0,3,澄清湖
147,2774,0.1387,2017-08-03,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,8,6,189,6,3,0,3,8,4,1,2,澄清湖
148,4305,0.4305,2017-08-03,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1,1,4,11,272,8,3,0,8,10,2,0,2,嘉義市
149,2537,0.12685,2017-08-04,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,4,0,1,14,5,263,6,3,0,3,17,9,2,5,澄清湖
150,3354,0.1677,2017-08-04,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,1,1,2,9,169,7,6,2,5,3,2,0,1,洲際
151,4016,0.2008,2017-08-05,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5,1,0,1,14,1,199,5,9,0,1,11,5,1,6,澄清湖
152,11055,0.55275,2017-08-05,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,10,9,281,14,6,1,5,11,6,2,7,洲際
153,3036,0.2024,2017-08-06,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,12,0,212,2,6,0,3,14,8,0,4,斗六
154,6776,0.3388,2017-08-06,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,6,8,203,13,7,1,0,9,5,0,1,洲際
155,4127,0.20635,2017-08-08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5,4,1,1,9,10,266,17,1,1,4,12,5,0,2,桃園
156,3607,0.24046666666666666,2017-08-09,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2,1,11,10,300,12,7,0,6,10,6,2,4,斗六
157,4579,0.4579,2017-08-10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,2,9,7,278,12,3,0,5,9,6,0,8,嘉義市
158,4610,0.2305,2017-08-10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,5,1,188,5,10,0,1,8,7,3,1,桃園
159,3408,0.1704,2017-08-11,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,7,5,230,6,12,0,4,8,7,0,5,澄清湖
160,5014,0.2507,2017-08-11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,7,4,205,7,5,0,4,15,4,0,3,桃園
161,6291,0.31455,2017-08-12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,3,0,0,7,10,238,7,4,0,6,12,4,0,2,澄清湖
162,10416,0.5208,2017-08-12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,3,165,6,4,0,3,4,5,0,2,桃園
163,6918,0.3459,2017-08-13,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,15,7,262,12,12,0,3,17,3,1,8,桃園
164,4348,0.2174,2017-08-13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,2,1,5,9,213,11,5,4,3,9,3,0,2,澄清湖
165,5167,0.25835,2017-08-15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,9,1,215,7,7,1,2,11,7,0,6,桃園
166,6111,0.30555,2017-08-17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8,3,235,9,7,0,3,13,9,1,1,桃園
167,2081,0.10405,2017-08-17,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,3,9,219,11,6,2,1,9,5,0,7,澄清湖
168,4015,0.4015,2017-08-18,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,2,2,4,12,189,12,5,4,1,5,7,0,1,嘉義市
169,4150,0.2075,2017-08-18,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2,4,181,9,9,0,0,6,8,0,2,澄清湖
170,9185,0.45925,2017-08-19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,3,4,202,10,6,0,2,8,8,1,3,澄清湖
171,6107,0.40713333333333335,2017-08-19,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,4,2,227,5,7,1,3,7,6,2,5,斗六
172,5022,0.2511,2017-08-20,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7,4,221,7,4,0,5,6,4,1,4,澄清湖
173,5250,0.35,2017-08-20,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,9,7,303,9,8,2,5,10,6,0,8,斗六
174,3121,0.15605,2017-08-22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,4,1,164,4,4,0,3,9,3,0,2,洲際
175,5617,0.28085,2017-08-23,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,7,8,244,12,9,0,1,9,4,3,4,桃園
176,5389,0.26945,2017-08-24,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,7,1,212,7,3,2,2,11,13,0,2,桃園
177,6134,0.3067,2017-08-25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,1,5,4,219,8,10,2,4,6,8,0,1,桃園
178,4754,0.2377,2017-08-25,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,4,0,1,9,10,271,13,8,3,5,8,13,1,5,洲際
179,13112,0.6556,2017-08-26,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,0,7,161,11,6,1,1,3,2,0,1,桃園
180,8190,0.4095,2017-08-26,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,6,5,237,11,9,0,2,7,4,2,1,洲際
181,8386,0.4193,2017-08-27,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,217,7,7,2,5,4,6,0,2,桃園
182,5099,0.25495,2017-08-27,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,5,6,215,13,10,1,4,6,7,0,3,洲際
183,5012,0.33413333333333334,2017-08-29,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,6,2,204,10,7,0,3,11,5,1,1,斗六
184,2586,0.1293,2017-08-30,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,1,9,192,11,5,0,1,5,6,0,0,洲際
185,1948,0.0974,2017-08-31,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,3,3,0,14,7,196,9,13,0,1,18,10,1,3,澄清湖
186,2608,0.1304,2017-08-31,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,11,8,238,9,7,0,6,12,12,0,0,洲際
187,3403,0.28358333333333335,2017-09-01,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,6,4,224,8,6,0,1,13,7,1,2,台南
188,10482,0.5241,2017-09-01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,2,1,4,5,172,6,9,0,2,8,8,2,1,澄清湖
189,6656,0.3328,2017-09-02,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,10,234,21,6,0,2,5,7,0,7,澄清湖
190,6168,0.514,2017-09-02,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,5,205,10,10,0,1,5,11,1,3,台南
191,3578,0.1789,2017-09-03,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,2,1,1,13,4,237,8,1,0,3,19,9,1,8,澄清湖
192,4681,0.39008333333333334,2017-09-03,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2,8,205,12,4,0,1,7,13,0,0,台南
193,5020,0.33466666666666667,2017-09-05,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,4,189,10,7,0,1,6,6,0,1,斗六
194,3015,0.3015,2017-09-06,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,5,4,220,8,5,0,1,13,5,0,2,嘉義市
195,2259,0.11295,2017-09-07,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,8,6,183,11,6,0,2,14,7,1,2,澄清湖
196,3008,0.25066666666666665,2017-09-08,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,3,176,8,7,0,3,6,6,1,4,台南
197,5119,0.25595,2017-09-08,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7,6,232,9,6,1,2,8,10,0,7,桃園
198,17112,0.8556,2017-09-09,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,3,4,250,6,8,3,4,5,11,0,4,桃園
199,5359,0.44658333333333333,2017-09-09,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,1,3,6,196,11,6,0,4,6,8,1,2,台南
200,10453,0.52265,2017-09-10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,3,1,218,3,8,0,6,8,7,1,2,桃園
201,5537,0.46141666666666664,2017-09-10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,2,10,4,195,6,7,0,2,11,5,0,4,台南
202,3116,0.25646090534979427,2017-09-12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,1,12,2,197,4,7,1,1,14,8,1,5,新莊
203,3078,0.1539,2017-09-13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,6,7,208,12,8,2,3,12,11,0,3,桃園
204,3426,0.1713,2017-09-14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,1,14,3,185,7,9,0,1,12,6,0,1,桃園
205,2886,0.23753086419753086,2017-09-14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,4,1,1,4,5,236,5,6,3,5,8,7,0,7,新莊
206,4008,0.4008,2017-09-15,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,3,7,195,11,9,0,1,6,6,0,2,天母
207,4516,0.3716872427983539,2017-09-15,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,3,4,194,9,5,0,1,7,11,1,4,新莊
208,8550,0.7037037037037037,2017-09-16,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,7,8,223,10,6,1,3,12,4,1,4,新莊
209,10000,1.0,2017-09-16,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,1,1,5,195,3,7,1,5,6,8,0,1,天母
210,4381,0.4381,2017-09-17,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,7,0,194,5,16,0,2,12,7,0,4,天母
211,8597,0.7075720164609054,2017-09-17,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,179,4,9,0,2,6,10,0,2,新莊
212,3625,0.29835390946502055,2017-09-19,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,2,15,235,19,7,0,5,8,9,0,1,新莊
213,3515,0.3515,2017-09-20,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,3,2,199,4,5,0,0,15,6,1,5,嘉義市
214,3703,0.30477366255144034,2017-09-21,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,2,5,10,212,15,7,0,5,9,9,0,3,新莊
215,2336,0.1168,2017-09-21,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,4,231,8,4,0,2,9,11,0,8,澄清湖
216,3822,0.3145679012345679,2017-09-22,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,180,5,6,1,0,7,3,0,3,新莊
217,4030,0.2015,2017-09-22,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,11,5,221,9,4,0,3,16,7,0,5,澄清湖
218,6128,0.6128,2017-09-23,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,4,201,8,8,0,3,6,8,0,3,天母
219,6077,0.30385,2017-09-23,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,4,179,4,4,0,2,7,8,0,1,澄清湖
220,4489,0.4489,2017-09-24,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,8,191,10,2,0,6,6,8,0,1,天母
221,3882,0.1941,2017-09-24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,6,193,9,7,0,3,10,10,0,0,澄清湖
222,2889,0.24075,2017-09-26,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,171,7,5,0,3,9,3,0,3,台南
223,5268,0.2634,2017-09-27,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,13,1,206,8,12,0,3,15,5,0,4,桃園
224,3017,0.2514166666666667,2017-09-28,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,6,11,191,17,5,0,3,11,2,1,1,台南
225,5384,0.2692,2017-09-28,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,7,5,212,7,10,1,4,12,6,0,2,桃園
226,2794,0.1397,2017-09-29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,1,7,10,211,16,7,0,3,12,6,0,1,洲際
227,5018,0.2509,2017-09-29,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4,1,7,8,232,13,8,1,3,15,4,2,4,桃園
228,5162,0.2581,2017-09-30,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,4,2,2,10,8,235,11,6,0,5,12,5,0,5,洲際
229,8134,0.4067,2017-09-30,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,6,178,13,8,0,4,4,5,0,0,桃園
230,5521,0.27605,2017-10-01,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,2,202,10,7,0,1,7,10,3,2,洲際
231,7029,0.35145,2017-10-01,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,8,6,195,8,10,0,3,9,5,0,3,桃園
232,2218,0.1109,2017-10-03,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,4,3,217,7,4,0,1,8,7,1,5,澄清湖
233,4078,0.2039,2017-10-04,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,7,3,222,11,8,0,7,6,6,1,3,洲際
234,4224,0.2112,2017-10-07,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,3,2,7,200,12,4,0,4,8,12,1,2,澄清湖
235,14744,0.7372,2017-10-07,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,7,6,210,9,12,0,3,11,6,1,0,桃園
236,3427,0.17135,2017-10-08,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,3,167,8,3,0,2,5,8,1,1,澄清湖
237,10759,0.53795,2017-10-08,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,2,8,3,180,6,9,0,2,8,3,1,5,桃園
238,6889,0.5740833333333333,2017-10-11,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,199,9,5,0,4,5,12,0,2,台南
239,18521,0.92605,2018-03-24,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,9,7,249,7,9,0,7,12,6,2,7,桃園
240,10096,0.5048,2018-03-25,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,1,3,156,8,7,0,0,0,5,0,1,桃園
241,7880,0.6566666666666666,2018-03-25,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4,6,191,11,3,0,1,11,8,1,3,台南
242,9418,0.7751440329218107,2018-03-27,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,5,184,11,5,1,1,11,5,1,2,新莊
243,10816,0.5408,2018-03-28,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,2,5,12,197,15,8,1,4,15,3,0,0,洲際
244,4275,0.35185185185185186,2018-03-29,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,3,2,3,6,182,9,8,1,1,7,8,2,3,新莊
245,2108,0.1054,2018-03-29,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,16,5,216,8,1,0,2,16,2,0,3,洲際
246,3576,0.29432098765432096,2018-03-30,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,9,8,199,13,7,1,0,15,6,3,3,新莊
247,3104,0.1552,2018-03-30,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,3,1,162,3,9,1,1,8,7,0,4,洲際
248,8558,0.7043621399176955,2018-03-31,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,3,4,200,9,11,2,1,6,9,1,1,新莊
249,6029,0.30145,2018-03-31,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,179,8,6,5,5,5,9,0,0,洲際
250,5883,0.48419753086419753,2018-04-01,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,1,3,12,2,242,7,7,0,4,15,6,1,6,新莊
251,6428,0.3214,2018-04-01,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,6,3,198,11,12,0,3,13,5,0,2,洲際
252,4741,0.23705,2018-04-03,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,186,6,5,1,2,7,9,0,2,桃園
253,12150,1.0,2018-04-04,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,7,8,250,12,12,0,5,14,13,1,4,新莊
254,10572,0.8701234567901235,2018-04-05,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,6,7,189,12,5,0,0,10,8,1,1,新莊
255,10667,0.53335,2018-04-05,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,6,165,10,6,1,2,3,8,1,3,桃園
256,5131,0.5131,2018-04-06,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,12,2,188,4,9,0,1,13,3,2,3,天母
257,7283,0.36415,2018-04-06,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,6,7,198,8,3,2,5,9,10,1,2,桃園
258,5102,0.5102,2018-04-07,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,1,11,7,254,11,6,1,4,14,4,0,5,天母
259,10178,0.5089,2018-04-07,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,7,2,227,4,9,1,2,11,6,1,5,桃園
260,4335,0.4335,2018-04-08,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,9,189,11,7,0,5,7,2,0,2,天母
261,6139,0.30695,2018-04-08,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,7,8,247,14,5,3,3,11,11,1,6,桃園
262,4157,0.20785,2018-04-10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,4,10,191,11,3,2,5,9,7,0,2,桃園
263,3028,0.25233333333333335,2018-04-11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,11,181,16,6,0,3,5,10,0,2,台南
264,3016,0.25133333333333335,2018-04-12,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,2,6,174,9,5,0,2,3,10,1,3,台南
265,3508,0.29233333333333333,2018-04-13,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,3,2,7,9,190,11,10,1,1,4,13,2,5,台南
266,3688,0.1844,2018-04-13,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,3,214,7,9,1,2,8,6,0,3,洲際
267,7028,0.5856666666666667,2018-04-14,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,19,183,23,8,2,3,7,8,0,2,台南
268,6333,0.31665,2018-04-14,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,9,2,194,5,5,0,1,14,9,0,5,洲際
269,4126,0.3438333333333333,2018-04-15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,2,1,3,11,3,183,5,7,0,0,14,4,1,5,台南
270,4305,0.21525,2018-04-15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,8,4,230,14,10,3,3,13,5,0,4,洲際
271,3025,0.24897119341563786,2018-04-17,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,12,2,178,6,8,0,3,7,8,0,4,新莊
272,2097,0.10485,2018-04-18,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,5,3,212,3,11,3,2,9,14,1,3,洲際
273,2215,0.11075,2018-04-19,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,184,3,9,0,0,8,10,2,9,洲際
274,3386,0.27868312757201646,2018-04-19,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0,6,4,196,7,8,1,2,12,6,0,4,新莊
275,5357,0.26785,2018-04-20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,2,10,7,231,12,7,0,6,17,10,0,0,桃園
276,6936,0.5708641975308641,2018-04-20,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,4,5,272,14,7,1,4,10,10,1,3,新莊
277,11712,0.9639506172839506,2018-04-21,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,2,7,194,11,5,0,5,6,7,0,2,新莊
278,11804,0.5902,2018-04-21,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,15,4,224,8,2,0,4,19,5,1,8,桃園
279,7889,0.39445,2018-04-22,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,183,3,7,3,3,7,14,0,0,桃園
280,7824,0.6439506172839506,2018-04-22,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,14,15,280,18,4,0,4,13,7,3,3,新莊
281,4208,0.765090909090909,2018-04-24,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,2,5,4,226,10,7,0,3,7,7,3,4,花蓮
282,3149,0.15745,2018-04-25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,1,2,12,244,11,9,1,8,11,12,1,1,桃園
283,4738,0.8614545454545455,2018-04-26,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,2,7,8,202,12,8,0,1,9,6,0,3,花蓮
284,3747,0.18735,2018-04-26,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,9,6,214,8,7,2,6,8,6,2,3,桃園
285,5061,0.25305,2018-04-27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,4,14,5,225,15,7,0,1,17,5,0,3,桃園
